attendance,away_conference,away_division,away_id,away_line_scores,away_points,away_post_win_prob,away_postgame_elo,away_pregame_elo,away_team,completed,conference_game,excitement_index,highlights,home_conference,home_division,home_id,home_line_scores,home_points,home_post_win_prob,home_postgame_elo,home_pregame_elo,home_team,id,neutral_site,notes,season,season_type,start_date,start_time_tbd,venue,venue_id,week
,Old Dominion,III,2079,"[0, 3, 13, 13]",29.0,,,,Bridgewater (VA),True,False,,,Centennial,III,2248,"[7, 7, 0, 0]",14.0,,,,Gettysburg,401438672,False,,2022,regular,2022-09-03T17:00:00.000Z,False,Shirk Field at Musselman Stadium,5851.0,1
,ECFC,III,2951,"[0, 10, 0, 0]",10.0,,,,SUNY Maritime,True,False,,,Empire 8,III,173,"[3, 7, 14, 7]",31.0,,,,Hartwick,401459907,False,,2022,regular,2022-09-03T17:00:00.000Z,False,Wright Stadium,5636.0,1
,,,125730,"[7, 7, 6, 6]",26.0,,,,St. Thomas University (Fl),True,False,7.9429352429,,Pioneer,FCS,2086,"[0, 3, 14, 14]",31.0,,,,Butler,401423136,False,,2022,regular,2022-09-03T17:00:00.000Z,False,Butler Bowl,3664.0,1
,Centennial,III,246,"[0, 0, 6, 0]",6.0,,,,Juniata,True,False,,,Presidents',III,146,"[14, 14, 21, 14]",63.0,,,,Grove City College,401432772,False,,2022,regular,2022-09-03T17:00:00.000Z,False,Robert E. Thorn Field,5864.0,1
,MSCAC,III,2843,"[0, 0, 0, 7]",7.0,,,,Western Connecticut State,True,False,,,New Jersey,III,2970,"[7, 14, 0, 7]",28.0,,,,William Paterson,401445793,False,,2022,regular,2022-09-03T17:00:00.000Z,False,Wightman Stadium,6150.0,1
,Commonwealth Coast,III,452,"[3, 14, 7, 3]",27.0,,,,Endicott College,True,False,,,Liberty League,III,2779,"[0, 0, 0, 0]",0.0,,,,St Lawrence,401445128,False,,2022,regular,2022-09-03T17:00:00.000Z,False,Leckonby Stadium,6113.0,1
,Mid Atlantic,III,398,"[13, 7, 14, 14]",48.0,,,,Wilkes,True,False,,,ECFC,III,122774,"[7, 7, 0, 7]",21.0,,,,Keystone,401441945,False,,2022,regular,2022-09-03T17:00:00.000Z,False,Athletic Field Complex,7082.0,1
,North Coast,III,2274,"[3, 0, 0, 13]",16.0,,,,Hiram,True,False,,,Presidents',III,2062,"[6, 13, 7, 0]",26.0,,,,Bethany (WV),401443324,False,,2022,regular,2022-09-03T17:00:00.000Z,False,Bison Stadium,5803.0,1
,Heartland,III,2074,"[7, 9, 3, 7]",26.0,,,,Bluffton,True,False,,,North Coast,III,352,"[13, 13, 0, 7]",33.0,,,,Kenyon,401432581,False,,2022,regular,2022-09-03T17:00:00.000Z,False,McBride Field,5906.0,1
,Old Dominion,III,2828,"[3, 7, 7, 10]",27.0,,,,Shenandoah,True,False,,,USA South,III,291,"[10, 0, 0, 0]",10.0,,,,Methodist,401432726,False,,2022,regular,2022-09-03T17:00:00.000Z,False,Monarch Stadium,5998.0,1
,Presidents',III,2845,"[14, 3, 21, 14]",52.0,,,,Waynesburg,True,False,,,ECFC,III,417,"[7, 0, 7, 0]",14.0,,,,Gallaudet,401432543,False,,2022,regular,2022-09-03T17:00:00.000Z,False,Hotchkiss Field,5848.0,1
,Old Dominion,III,297,"[14, 14, 7, 13]",48.0,,,,Hampden-Sydney,True,False,,,North Coast,III,89,"[3, 14, 13, 22]",52.0,,,,Wabash College,401432623,False,,2022,regular,2022-09-03T17:00:00.000Z,False,Little Giant Stadium,5123.0,1
,Michigan,III,2800,"[3, 0, 0, 7, 6]",16.0,,,,Alma College,True,False,,,Ohio,III,427,"[0, 0, 3, 7, 3]",13.0,,,,Ohio Northern,401431194,False,,2022,regular,2022-09-03T17:00:00.000Z,False,Dial-Roberson Stadium,6098.0,1
,NACC,III,2832,"[0, 3, 7, 0]",10.0,,,,St. Norbert,True,False,,,Midwest,III,2891,"[0, 3, 7, 3]",13.0,,,,Ripon,401431274,False,,2022,regular,2022-09-03T17:00:00.000Z,False,Ingalls Field,6109.0,1
,Midwest,III,266,"[0, 7, 0, 7]",14.0,,,,Beloit College,True,False,,,NACC,III,2524,"[14, 21, 0, 6]",41.0,,,,Rockford,401431255,False,,2022,regular,2022-09-03T17:00:00.000Z,False,Sam Greeley Field,6110.0,1
,North Coast,III,391,"[0, 7, 0, 7]",14.0,,,,Oberlin,True,False,,,Michigan,III,126,"[14, 0, 7, 0]",21.0,,,,Kalamazoo,401431206,False,,2022,regular,2022-09-03T17:00:00.000Z,False,Angell Field,5904.0,1
,Centennial,III,216,"[21, 14, 3, 7]",45.0,,,,Susquehanna,True,False,,,Mid Atlantic,III,2354,"[0, 9, 7, 0]",16.0,,,,Lycoming,401431150,False,,2022,regular,2022-09-03T17:00:00.000Z,False,David Person Field,5925.0,1
,,,597,"[7, 9, 10, 3]",29.0,,,,Presentation College,True,False,,,American Rivers,III,67,"[6, 0, 0, 0]",6.0,,,,Luther,401430968,False,,2022,regular,2022-09-03T17:00:00.000Z,False,Legacy Field in Carlson Stadium,5923.0,1
,Heartland,III,86,"[0, 7, 7, 0]",14.0,,,,Rose-Hulman,True,False,,,North Coast,III,83,"[0, 3, 7, 7]",17.0,,,,DePauw,401431143,False,,2022,regular,2022-09-03T17:00:00.000Z,False,Blackstock Stadium,3640.0,1
,Mid Atlantic,III,471,"[7, 6, 6, 6]",25.0,,,,Stevenson,True,False,,,Presidents',III,2614,"[7, 0, 7, 7]",21.0,,,,St. Vincent,401439531,False,,2022,regular,2022-09-03T17:00:00.000Z,False,Chuck Noll Field,3677.0,1
,Minnesota,III,375,"[0, 0, 0, 0]",0.0,,,,St. Scholastica,True,False,,,Southern Athletic,III,2553,"[21, 13, 9, 7]",50.0,,,,Sewanee Univ. of the South,401432817,False,,2022,regular,2022-09-03T17:00:00.000Z,False,Hardee-McGee Field,3823.0,1
,MVFC,FCS,2460,"[3, 0, 0, 14]",17.0,0.001103027718171,,,Northern Iowa,True,False,1.8930655481,,Mountain West,FBS,2005,"[14, 13, 14, 7]",48.0,0.9988969722818288,1650.0,1650.0,Air Force,401415209,False,,2022,regular,2022-09-03T17:00:00.000Z,False,Falcon Stadium,3713.0,1
,GLIAC,II,110254,"[13, 0, 0, 7]",20.0,,,,Davenport,True,False,,,Great Lakes,II,2654,"[7, 12, 0, 0]",19.0,,,,Truman State,401431525,False,,2022,regular,2022-09-03T17:00:00.000Z,False,Stokes Stadium,6077.0,1
,,,124110,"[2, 0]",2.0,,,,UFTL,True,False,,,South Atlantic,II,101784,"[27, 22]",49.0,,,,Erskine,401431866,False,,2022,regular,2022-09-03T17:00:00.000Z,False,J.W. Babb Stadium,7076.0,1
,Pennsylvania State Athletic,II,209,"[7, 7, 7, 14]",35.0,,,,Lock Haven,True,False,,,Independent DII,II,126086,"[7, 7, 0, 20]",34.0,,,,Post University,401433022,True,,2022,regular,2022-09-03T17:00:00.000Z,False,,,1
,Northeast 10,II,2441,"[0, 10, 7, 3]",20.0,,,,New Haven,True,False,,,CIAA,II,2075,"[7, 0, 0, 20]",27.0,,,,Bowie State,401429850,False,,2022,regular,2022-09-03T17:00:00.000Z,False,Bulldogs Stadium,5873.0,1
,Mountain East,II,2148,"[7, 13, 0, 7]",27.0,,,,Concord,True,False,,,South Atlantic,II,2213,"[3, 14, 3, 0]",20.0,,,,Emory & Henry,401432110,False,,2022,regular,2022-09-03T17:00:00.000Z,False,Fred Selfe Stadium at Nicewonder Field,5840.0,1
,Great Midwest Athletic,II,2316,"[0, 3, 10, 0]",13.0,,,,Kentucky Wesleyan,True,False,,,Great Midwest Athletic,II,2886,"[3, 17, 21, 14]",55.0,,,,Northwood (MI),401431551,False,,2022,regular,2022-09-03T17:00:00.000Z,False,Hantz Stadium,3747.0,1
,Pennsylvania State Athletic,II,2205,"[0, 7, 3, 0]",10.0,,,,Edinboro,True,False,,,Northeast 10,II,112334,"[0, 7, 0, 0]",7.0,,,,Franklin Pierce,401438225,True,,2022,regular,2022-09-03T17:00:00.000Z,False,Sodexo Field,6211.0,1
